Filtering the log data using "process BEGINSWITH[cd] "Maccy""
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-04-07 20:13:03.277582-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf340] activating connection: mach=false listener=false peer=false name=com.apple.coremedia.videodecoder
2026-04-07 20:13:03.277692-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf480] activating connection: mach=false listener=true peer=false name=(anonymous)
2026-04-07 20:13:03.277711-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf480] Connection returned listener port: 0x16603
2026-04-07 20:13:03.278303-0400 0x350350   Default     0x0                  34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x915d4b600] activating connection: mach=false listener=false peer=true name=com.apple.xpc.anonymous.0x9151cf480.peer[36909].0x915d4b600
2026-04-07 20:13:03.300106-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:03.312120-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:03.332195-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:03.378705-0400 0x35032c   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:WindowTab] Indexing 4 items
2026-04-07 20:13:03.378760-0400 0x35032c   Activity    0xd51954             34254  0    Maccy: (CoreSpotlight) end-index-batch
2026-04-07 20:13:03.378973-0400 0x35032c   Activity    0xd51955             34254  0    Maccy: (CoreSpotlight) index-items
2026-04-07 20:13:03.379083-0400 0x3500a6   Default     0xd51955             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf700] activating connection: mach=true listener=false peer=false name=com.apple.powerlog.plxpclogger.xpc
2026-04-07 20:13:03.379169-0400 0x35032c   Default     0xd51955             34254  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 20:13:03.379669-0400 0x3500a6   Default     0xd51954             34254  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 20:13:03.400986-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:03.413678-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:03.447094-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:03.485749-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:03.489116-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:03.515487-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (CoreGraphics) [com.apple.coregraphics:org.p0deje.Maccy] CGImageGetTransformForOrientationAndSize Invalid orientation parameter
2026-04-07 20:13:04.074723-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (LaunchServices) [com.apple.launchservices:datasep] application record search init. Node: <FSNode 0x915e5e1c0> { isDir = ?, path = <private> } bundleID: (null) itemID: 0
2026-04-07 20:13:04.091445-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (LaunchServices) [com.apple.launchservices:datasep] application record search init. Node: <FSNode 0x915e5fe80> { isDir = ?, path = <private> } bundleID: (null) itemID: 0
2026-04-07 20:13:04.154064-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (CoreAnalytics) [com.apple.CoreAnalytics:client] Dropping "com.apple.appkit.application.stoleKeyFocus" as it isn't used in any transform (not in the config or budgeted?)
2026-04-07 20:13:04.154099-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (SkyLight) [com.apple.SkyLight:processes] 0[outside of RPC]: SLSSetFrontProcessWithInfo(0x0-0x2 window=0 options=0x1
2026-04-07 20:13:04.156100-0400 0x3500a6   Activity    0xd51957             34254  0    Maccy: (RunningBoardServices) didChangeInheritances
2026-04-07 20:13:04.159610-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (LaunchServices) [com.apple.launchservices:datasep] application record search init. Node: <FSNode 0x915e5fc80> { isDir = ?, path = <private> } bundleID: (null) itemID: 0
2026-04-07 20:13:04.186057-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:Image] ISImage reported a placeholder, image rep is providing a placeholder image for <private>
2026-04-07 20:13:04.211360-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:Window] context (0 -> d36b8f43) for window 1b56
2026-04-07 20:13:04.212408-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IATextInputActions] flushAndSetLastAction calling sendSignal:toChannel:withNullableSessionID:withPayload:
2026-04-07 20:13:04.212581-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:entry] CopyData('DefaultAsciiKeyboardLayoutPasteboard' (<CFUUID 0x91562bf20> DBF02E9E-E0EA-40CD-B544-552877BE95E3) gen: -1 item: 1264739405 flavor: 'DefaultAsciiKeyboardLayoutFlavor')
2026-04-07 20:13:04.212597-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:exit] (not-in-cache) - result: -8 generation: 0 null data flags: 0
2026-04-07 20:13:04.212613-0400 0x3377a3   Activity    0xd51958             34254  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 20:13:04.212675-0400 0x35032c   Default     0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IASignalAnalytics] channel:<private> signal:<private> sessionID:<private> timestamp:<private> payload:<private>
2026-04-07 20:13:04.212724-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: fetching xpcClient...
2026-04-07 20:13:04.212814-0400 0x3377a3   Activity    0xd51959             34254  0    Maccy: (CoreFoundation) Loading Preferences From System CFPrefsD
2026-04-07 20:13:04.212763-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: ...returning xpcClient 0x9154a7360
2026-04-07 20:13:04.212855-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] server: returning server 0x9149a8af0
2026-04-07 20:13:04.213090-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IATextInputActions] flushAndSetLastAction calling sendSignal:toChannel:withNullableSessionID:withPayload:
2026-04-07 20:13:04.213245-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:Window] window <_TtGC5Maccy13FloatingPanelVS_11ContentView_: 0x91490de00> windowNumber=19c5 finishing close
2026-04-07 20:13:04.213415-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:Window] order window: 19c5 op: 0 relative: 0 related: 0
2026-04-07 20:13:04.213448-0400 0x35032c   Default     0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IASignalAnalytics] channel:<private> signal:<private> sessionID:<private> timestamp:<private> payload:<private>
2026-04-07 20:13:04.213497-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: fetching xpcClient...
2026-04-07 20:13:04.213537-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: ...returning xpcClient 0x9154a7360
2026-04-07 20:13:04.213575-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] server: returning server 0x9149a8af0
2026-04-07 20:13:04.213729-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IATextInputActions] mergeOrConsumeAction calling sendSignal:toChannel:withNullableSessionID:withPayload:
2026-04-07 20:13:04.214038-0400 0x35032c   Default     0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IASignalAnalytics] channel:<private> signal:<private> sessionID:<private> timestamp:<private> payload:<private>
2026-04-07 20:13:04.214350-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: fetching xpcClient...
2026-04-07 20:13:04.214391-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: ...returning xpcClient 0x9154a7360
2026-04-07 20:13:04.214458-0400 0x35032c   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] server: returning server 0x9149a8af0
2026-04-07 20:13:04.221424-0400 0x3377a3   Activity    0xd5195a             34254  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 20:13:04.222352-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IATextInputActions] mergeOrConsumeAction calling sendSignal:toChannel:withNullableSessionID:withPayload:
2026-04-07 20:13:04.222416-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:Window] order window front conditionally: 1b56 related: 0
2026-04-07 20:13:04.222712-0400 0x3500a6   Default     0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IASignalAnalytics] channel:<private> signal:<private> sessionID:<private> timestamp:<private> payload:<private>
2026-04-07 20:13:04.222767-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: fetching xpcClient...
2026-04-07 20:13:04.222806-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: ...returning xpcClient 0x9154a7360
2026-04-07 20:13:04.222844-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] server: returning server 0x9149a8af0
2026-04-07 20:13:04.223043-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IATextInputActions] flushAndSetLastAction calling sendSignal:toChannel:withNullableSessionID:withPayload:
2026-04-07 20:13:04.223328-0400 0x3500a6   Default     0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IASignalAnalytics] channel:<private> signal:<private> sessionID:<private> timestamp:<private> payload:<private>
2026-04-07 20:13:04.223415-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: fetching xpcClient...
2026-04-07 20:13:04.223467-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: ...returning xpcClient 0x9154a7360
2026-04-07 20:13:04.223507-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] server: returning server 0x9149a8af0
2026-04-07 20:13:04.223787-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IATextInputActions] flushAndSetLastAction calling sendSignal:toChannel:withNullableSessionID:withPayload:
2026-04-07 20:13:04.223913-0400 0x3500a6   Default     0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IASignalAnalytics] channel:<private> signal:<private> sessionID:<private> timestamp:<private> payload:<private>
2026-04-07 20:13:04.223938-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: fetching xpcClient...
2026-04-07 20:13:04.223953-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: ...returning xpcClient 0x9154a7360
2026-04-07 20:13:04.223972-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] server: returning server 0x9149a8af0
2026-04-07 20:13:04.224045-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IATextInputActions] mergeOrConsumeAction calling sendSignal:toChannel:withNullableSessionID:withPayload:
2026-04-07 20:13:04.224124-0400 0x3500a6   Default     0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IASignalAnalytics] channel:<private> signal:<private> sessionID:<private> timestamp:<private> payload:<private>
2026-04-07 20:13:04.224143-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: fetching xpcClient...
2026-04-07 20:13:04.224157-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: ...returning xpcClient 0x9154a7360
2026-04-07 20:13:04.224169-0400 0x3500a6   Info        0x0                  34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] server: returning server 0x9149a8af0
2026-04-07 20:13:04.242350-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:35839270-A2CD-4D9D-BB2B-5C7D58F85626] Sending action(s) in update: NSSceneFenceAction
2026-04-07 20:13:04.243165-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:B52240D3-DCA5-4A79-8A17-D2AEC7BAD5C5] Sending action(s) in update: NSSceneFenceAction
2026-04-07 20:13:04.308983-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:35839270-A2CD-4D9D-BB2B-5C7D58F85626] Sending action(s) in update: NSSceneFenceAction
2026-04-07 20:13:04.314970-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (SafariPlatformSupport) [com.apple.SafariPlatformSupport:SafariPlatformSupport] -[SFSafariPlatformSupport credentialSelected:] with nil credential
2026-04-07 20:13:04.315004-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (SafariPlatformSupport) [com.apple.SafariPlatformSupport:SafariPlatformSupport] -[SFSafariPlatformSupport oneTimeCodeSelected:] with nil code
2026-04-07 20:13:04.322180-0400 0x350324   Activity    0xd51a12             34254  0    Maccy: (RunningBoardServices) didChangeInheritances
2026-04-07 20:13:04.392743-0400 0x35032d   Activity    0xd51a19             34254  0    Maccy: (RunningBoardServices) didChangeInheritances
2026-04-07 20:13:04.441585-0400 0x350324   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:WindowTab] Indexing 4 items
2026-04-07 20:13:04.441631-0400 0x350324   Activity    0xd51a1d             34254  0    Maccy: (CoreSpotlight) end-index-batch
2026-04-07 20:13:04.441747-0400 0x350324   Activity    0xd51a1e             34254  0    Maccy: (CoreSpotlight) index-items
2026-04-07 20:13:04.441841-0400 0x350324   Default     0xd51a1e             34254  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 20:13:04.442312-0400 0x350324   Default     0xd51a1d             34254  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 20:13:04.532140-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cc140] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-04-07 20:13:05.253920-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf980] activating connection: mach=true listener=false peer=false name=com.apple.pbs.fetch_services
2026-04-07 20:13:05.254558-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf980] invalidated after the last release of the connection object
2026-04-07 20:13:05.254586-0400 0x3377a3   Activity    0xd51a33             34254  0    Maccy: (CoreFoundation) Loading Preferences From User CFPrefsD
2026-04-07 20:13:07.059706-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:AutomaticTermination] void _updateToReflectAutomaticTerminationState(void) Setting _kLSApplicationWouldBeTerminatedByTALKey=0
2026-04-07 20:13:09.072980-0400 0x3377a3   Activity    0xd51a34             34254  0    Maccy: (AppKit) performClick:
2026-04-07 20:13:09.073006-0400 0x3377a3   Activity    0xd51a35             34254  0    Maccy: (AppKit) sendActionFrom:
2026-04-07 20:13:09.073043-0400 0x3377a3   Activity    0xd51a36             34254  0    Maccy: (AppKit) sendAction:
2026-04-07 20:13:09.073063-0400 0x3377a3   Info        0xd51a36             34254  0    Maccy: (AppKit) [com.apple.AppKit:Window] window <NSPanel: 0x913c4db80> windowNumber=1b56 finishing close
2026-04-07 20:13:09.080220-0400 0x3377a3   Info        0xd51a36             34254  0    Maccy: (AppKit) [com.apple.AppKit:Intelligence] stopping collection observation
2026-04-07 20:13:09.080260-0400 0x350329   Default     0xd51a36             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151ced00] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-07 20:13:09.080272-0400 0x350329   Default     0xd51a36             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:session] [0x9149ab020] Session canceled.
2026-04-07 20:13:09.080296-0400 0x350324   Default     0xd51a36             34254  0    Maccy: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] agent connection cancelled (details: Session manually canceled)
2026-04-07 20:13:09.080317-0400 0x350324   Default     0xd51a36             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:session] [0x9149ab020] Disposing of session
2026-04-07 20:13:09.090147-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (LaunchServices) [com.apple.launchservices:default] LSCopyDefaultApplicationURLForURL: <private> binds to <private>
2026-04-07 20:13:09.104120-0400 0x3377a3   Error       0x0                  34254  1    Maccy: (GenerativeModels) [com.apple.GenerativeModels:availability] no reasons from unifiedReasons for identifier: com.apple.Settings.AppleIntelligence.Partner.ChatGPT
2026-04-07 20:13:09.104144-0400 0x3377a3   Error       0x0                  34254  1    Maccy: (GenerativeModels) [com.apple.GenerativeModels:availability] no reasons from unifiedReasons for identifier: com.apple.Settings.AppleIntelligence.Partner.ChatGPT
2026-04-07 20:13:09.104359-0400 0x3377a3   Info        0x0                  34254  1    Maccy: (GenerativeModels) [com.apple.GenerativeModels:availability] Current availability state: available, use cases: writingTools.compose,writingTools.composeRecentsSummaries, language: en, api: <private>
2026-04-07 20:13:09.104799-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:entry] CopyData('AppleInputSourcesInUIOrderPasteboard' (<CFUUID 0x91a329a40> 14EACA99-0710-4F8F-A1F7-2572C84B3A08) gen: -1 item: 1264739405 flavor: 'AppleInputSourcesInUIOrderFlavor')
2026-04-07 20:13:09.104810-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:cache] Rebuilding cache for 'AppleInputSourcesInUIOrderPasteboard' (<CFUUID 0x91a329a40> 14EACA99-0710-4F8F-A1F7-2572C84B3A08)
2026-04-07 20:13:09.104856-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:general] Will request data from daemon
2026-04-07 20:13:09.104925-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (CoreFoundation) [com.apple.CFPasteboard:exit] (not-in-cache) - result: 0 generation: 1 data (382 bytes) flags: 0
2026-04-07 20:13:09.105854-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cfe80] activating connection: mach=true listener=false peer=false name=com.apple.audio.SystemSoundServer-OSX
2026-04-07 20:13:09.218031-0400 0x350323   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:WindowTab] Indexing 3 items
2026-04-07 20:13:09.218107-0400 0x350323   Activity    0xd51d11             34254  0    Maccy: (CoreSpotlight) end-index-batch
2026-04-07 20:13:09.218748-0400 0x350323   Activity    0xd51d12             34254  0    Maccy: (CoreSpotlight) index-items
2026-04-07 20:13:09.218931-0400 0x350323   Default     0xd51d12             34254  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 20:13:09.219567-0400 0x350323   Default     0xd51d11             34254  0    Maccy: (CoreSpotlight) [com.apple.corespotlight:index] CSInlineDonation:<private>: Skipping donation (feature flag disabled)
2026-04-07 20:13:09.341725-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:Window] order window: 1b56 op: 0 relative: 0 related: 0
2026-04-07 20:13:09.353291-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:Window] context (d36b8f43 -> 0) for window 1b56
2026-04-07 20:13:09.356548-0400 0x3377a3   Info        0x0                  34254  0    Maccy: (AppKit) [com.apple.AppKit:Image] ISImage reported a placeholder, image rep is providing a placeholder image for <private>
2026-04-07 20:13:09.411859-0400 0x350325   Activity    0xd51d1d             34254  0    Maccy: (RunningBoardServices) didChangeInheritances
2026-04-07 20:13:10.339772-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:35839270-A2CD-4D9D-BB2B-5C7D58F85626] Sending action(s) in update: NSSceneFenceAction
2026-04-07 20:13:10.431060-0400 0x3377a3   Activity    0xd51d1e             34254  0    Maccy: (AppKit) trackMouse send action on mouseUp
2026-04-07 20:13:10.431119-0400 0x3377a3   Activity    0xd51d1f             34254  0    Maccy: (AppKit) sendAction:
2026-04-07 20:13:10.431379-0400 0x3377a3   Info        0xd51d1f             34254  0    Maccy: (AppKit) [com.apple.AppKit:Window] order window: 19c5 op: 1 relative: 0 related: 0
2026-04-07 20:13:10.432977-0400 0x3377a3   Info        0xd51d1f             34254  0    Maccy: (AppKit) [com.apple.AppKit:Intelligence] starting collection observation
2026-04-07 20:13:10.433024-0400 0x3500a4   Default     0xd51d1f             34254  0    Maccy: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] establishing connection to agent
2026-04-07 20:13:10.433045-0400 0x3500a4   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:session] [0x9139f0190] Session created.
2026-04-07 20:13:10.433051-0400 0x3500a4   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:session] [0x9139f0190] Session created from connection [0x9151cc000]
2026-04-07 20:13:10.433058-0400 0x3500a4   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cc000] activating connection: mach=true listener=false peer=false name=com.apple.uiintelligencesupport.agent
2026-04-07 20:13:10.433150-0400 0x3500a4   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:session] [0x9139f0190] Session activated
2026-04-07 20:13:10.433386-0400 0x3500a4   Default     0xd51d1f             34254  0    Maccy: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] Connection established with agent PID: 11505
2026-04-07 20:13:10.433443-0400 0x3500a4   Info        0xd51d1f             34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IATextInputActions] mergeOrConsumeAction calling sendSignal:toChannel:withNullableSessionID:withPayload:
2026-04-07 20:13:10.433666-0400 0x3500a4   Default     0xd51d1f             34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IASignalAnalytics] channel:<private> signal:<private> sessionID:<private> timestamp:<private> payload:<private>
2026-04-07 20:13:10.433720-0400 0x3500a4   Info        0xd51d1f             34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: fetching xpcClient...
2026-04-07 20:13:10.433755-0400 0x3500a4   Info        0xd51d1f             34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] IASignalAnalytics: ...returning xpcClient 0x9154a7360
2026-04-07 20:13:10.433794-0400 0x3500a4   Info        0xd51d1f             34254  0    Maccy: (InputAnalytics) [com.apple.inputAnalytics.client:IAXPCClient] server: returning server 0x9149a8af0
2026-04-07 20:13:10.435939-0400 0x3377a3   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf0c0] invalidated because the current process cancelled the connection by calling xpc_connection_cancel()
2026-04-07 20:13:10.436033-0400 0x350325   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf0c0] activating connection: mach=false listener=false peer=false name=com.apple.TextInputUI.xpc.CursorUIViewService
2026-04-07 20:13:10.437286-0400 0x350325   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf0c0] invalidated after the last release of the connection object
2026-04-07 20:13:10.472941-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:35839270-A2CD-4D9D-BB2B-5C7D58F85626] Sending action(s) in update: NSSceneFenceAction
2026-04-07 20:13:10.475186-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:B52240D3-DCA5-4A79-8A17-D2AEC7BAD5C5] Sending action(s) in update: NSSceneFenceAction
2026-04-07 20:13:10.484989-0400 0x3377a3   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cfc00] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-04-07 20:13:10.485044-0400 0x3377a3   Default     0xd51d1f             34254  0    Maccy: (libxpc.dylib) [com.apple.xpc:connection] [0x9151cf980] activating connection: mach=false listener=false peer=false name=(anonymous)
2026-04-07 20:13:10.486276-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:35839270-A2CD-4D9D-BB2B-5C7D58F85626] Sending action(s) in update: NSSceneFenceAction
2026-04-07 20:13:10.489384-0400 0x3377a3   Default     0x0                  34254  0    Maccy: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:35839270-A2CD-4D9D-BB2B-5C7D58F85626] Sending action(s) in update: NSSceneFenceAction
